,version,creation_date,update_date,accession,status,name,description,chemical_formula,average_molecular_weight,monisotopic_molecular_weight,iupac_name,traditional_iupac,cas_registry_number,smiles,inchi,inchikey,state,chemspider_id,drugbank_id,foodb_id,pubchem_compound_id,pdb_id,chebi_id,phenol_explorer_compound_id,knapsack_id,kegg_id,biocyc_id,bigg_id,wikipedia_id,metlin_id,vmh_id,fbonto_id,synthesis_reference,hmdb_accession
SU:936,5.0,2007-05-23 11:20:02 UTC,2021-10-13 04:49:00 UTC,HMDB0006483,quantified,D-Aspartic acid,"D-Aspartic acid is the D-isomer of aspartic acid. Since its discovery in invertebrates, free D-aspartate (D-Asp) has been identified in a variety of organisms, including microorganisms, plants, and lower animals, mammals and humans. D-Asp in mammalian tissues is present in specific cells, indicating the existence of specific molecular components that regulate D-Asp levels and localization in tissues. In the rat adrenal medulla, D-Asp is closely associated with adrenaline-cells (A-cells), which account for approximately 80% of the total number of chromaffin cells in the tissue, and which make and store adrenaline. D-Asp appears to be absent from noradrenaline-cells (NA-cells), which comprise approximately 20% of the total number of chromaffin cells in the adrenal medulla, and which make and store noradrenaline. D-aspartate oxidase (EC 1.4.3.1, D-AspO), which catalyzes oxidative deamination of D-Asp, appears to be present only in NA-cells, suggesting that the lack of D-Asp in these cells is due to D-Asp oxidase-mediated metabolism of D-Asp. In the rat adrenal cortex, the distribution of D-Asp changes during development. It has been suggested that developmental changes in the localization of D-Asp reflects the participation of D-Asp in the development and maturation of steroidogenesis in rat adrenal cortical cells. D-Asp is involved in steroid hormone synthesis and secretion in mammals as well. D-Asp is synthesized intracellularly, most likely by Asp racemase (EC 5.1.1.13). Endogenous D-Asp apparently has two different intracellular localization patterns: cytoplasmic and vesicular. D-Asp release can occur through three distinct pathways: 1) spontaneous, continuous release of cytoplasmic D-Asp, which is not associated with a specific stimulus; 2) release of cytoplasmic D-Asp via a volume-sensitive organic anion channel that connects the cytoplasm and extracellular space; 3) exocytotic discharge of vesicular D-Asp. D-Asp can be released via a mechanism that involves the L-Glu transporter. D-Asp is thus apparently in dynamic flux at the cellular level to carry out its physiological function(s) in mammals (PMID:16755369).",C4H7NO4,133.1027,133.037507717,(2R)-2-aminobutanedioic acid,D-aspartic acid,1783-96-6,N[C@H](CC(O)=O)C(O)=O,"InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/t2-/m1/s1",CKLJMWTZIZZHCS-UWTATZPHSA-N,Solid,75697.0,DB02655,FDB023933,83887.0,DAS,17364.0,,,C00402,CPD-302,34874.0,Aspartic acid,15.0,,,"Harada, Kaoru. Direct resolution of DL-aspartic acid with an optically active amine. Bulletin of the Chemical Society of Japan (1964), 37(9), 1383-4.",HMDB0006483
SU:937,5.0,2007-05-23 14:24:16 UTC,2021-10-13 04:49:12 UTC,HMDB0006524,detected,3-Indoleacetonitrile,"3-Indoleacetonitrile is a phytoalexin. Phytoalexins are antibiotics produced by plants that are under attack. Phytoalexins tend to fall into several classes including terpenoids, glycosteroids, and alkaloids; however, researchers often find it convenient to extend the definition to include all phytochemicals that are part of the plant's defensive arsenal. Phytoalexins produced in plants act as toxins to the attacking organism. They may puncture the cell wall, delay maturation, disrupt metabolism, or prevent the reproduction of the pathogen in question. However, phytoalexins are often targeted to specific predators; a plant that has anti-insect phytoalexins may not have the ability to repel a fungal attack. 3-Indoleacetonitrile is common in cruciferous vegetables such as cabbage, cauliflower, broccoli, and Brussels sprouts. Dietary indoles in cruciferous vegetables induce cytochrome P450 enzymes and have prevented tumours in various animal models. Consumption of Brassica vegetables is associated with a reduced risk of cancer of the alimentary tract in animal models and human populations (PMID:15612779, 15884814, 2342128, 3014947, 3880668, 6334634, 6419397, 6426808, 6584878, 6725517, 6838646, 7123561).",C10H8N2,156.1839,156.068748266,2-(1H-indol-3-yl)acetonitrile,indole-3-acetonitrile,771-51-7,N#CCC1=CNC2=C1C=CC=C2,"InChI=1S/C10H8N2/c11-6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5H2",DMCPFOBLJMLSNX-UHFFFAOYSA-N,Solid,312357.0,,FDB001365,351795.0,,17566.0,,C00000107,C02938,INDOLEYL-CPD,1724337.0,,,,,"Ahmad, A.; Spenser, Ian D. 3-Indolepyruvic acid oxime as the precursor of 3-indoleacetonitrile. Canadian Journal of Chemistry (1960), 38 1625-34.",HMDB0006524
SU:951,5.0,2009-01-30 09:50:05 UTC,2020-11-09 23:18:27 UTC,HMDB0011625,quantified,Dimethylarsinic acid,"Dimethylarsinic acid, also known as cacodylic acid, is formally rated as possibly a carcinogenic (IARC 2B), potentially toxic compound. Derivatives of cacodylic acid, cacodylates, were frequently used as herbicides. For example, Agent Blue, one of the chemicals used during the Vietnam War, is a mixture of cacodylic acid and sodium cacodylate. Sodium cacodylate is frequently used as a buffering agent in the preparation and fixation of biological samples for transmission electron microscopy. Dimethylarsinic acid is highly toxic by ingestion, inhalation, or skin contact. Once thought to be a byproduct of inorganic arsenic detoxification, it is now believed to have serious health consequences of its own. It has been shown to be teratogenic in rodents, most often causing cleft palate but also fetal fatality at high doses. It has been shown to be genotoxic in human cells, causing apoptosis and also decreased DNA production and shorter DNA strands. While not itself a strong carcinogen, dimethylarsinic acid does promote tumours in the presence of carcinogens in organs such as the kidneys and liver (Wikipedia).",C2H7AsO2,137.9974,137.966200885,dimethylarsinic acid,ansar,75-60-5,C[As](C)(O)=O,"InChI=1S/C2H7AsO2/c1-3(2,4)5/h1-2H3,(H,4,5)",OGGXGZAMXPVRFZ-UHFFFAOYSA-N,Solid,2418.0,DB02994,FDB028327,2513.0,,48765.0,,C00033777,C07308,,,Cacodylic_acid,,,,,HMDB0011625
SU:958,5.0,2009-02-24 16:13:29 UTC,2021-10-13 05:30:51 UTC,HMDB0011718,quantified,4-Hydroxybenzaldehyde,"4-Hydroxybenzaldehyde, also known as 4-formylphenol or 4-hydroxybenzenecarbonal, belongs to the class of organic compounds known as hydroxybenzaldehydes. These are organic aromatic compounds containing a benzene ring carrying an aldehyde group and a hydroxyl group. A hydroxybenzaldehyde that is benzaldehyde substituted with a hydroxy group at position C-4. 4-Hydroxybenzaldehyde exists in all living organisms, ranging from bacteria to humans. 4-Hydroxybenzaldehyde is a sweet, almond, and balsam tasting compound. 4-Hydroxybenzaldehyde is found, on average, in the highest concentration within vinegars and oats. 4-Hydroxybenzaldehyde has also been detected, but not quantified, in several different foods, such as cardoons, colorado pinyons, oyster mushrooms, common chokecherries, and potato. This could make 4-hydroxybenzaldehyde a potential biomarker for the consumption of these foods.",C7H6O2,122.1213,122.036779436,4-hydroxybenzaldehyde,P-hydroxybenzaldehyde,123-08-0,OC1=CC=C(C=O)C=C1,"InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H",RGHHSNMVTDWUBI-UHFFFAOYSA-N,Solid,123.0,DB03560,FDB010504,126.0,HBA,17597.0,725.0,C00002657,C00633,4-HYDROXYBENZALDEHYDE,,4-Hydroxybenzaldehyde,,,,,HMDB0011718
SU:958,5.0,2009-02-24 16:13:29 UTC,2021-10-13 05:30:51 UTC,HMDB0011718,quantified,4-Hydroxybenzaldehyde,"4-Hydroxybenzaldehyde, also known as 4-formylphenol or 4-hydroxybenzenecarbonal, belongs to the class of organic compounds known as hydroxybenzaldehydes. These are organic aromatic compounds containing a benzene ring carrying an aldehyde group and a hydroxyl group. A hydroxybenzaldehyde that is benzaldehyde substituted with a hydroxy group at position C-4. 4-Hydroxybenzaldehyde exists in all living organisms, ranging from bacteria to humans. 4-Hydroxybenzaldehyde is a sweet, almond, and balsam tasting compound. 4-Hydroxybenzaldehyde is found, on average, in the highest concentration within vinegars and oats. 4-Hydroxybenzaldehyde has also been detected, but not quantified, in several different foods, such as cardoons, colorado pinyons, oyster mushrooms, common chokecherries, and potato. This could make 4-hydroxybenzaldehyde a potential biomarker for the consumption of these foods.",C7H6O2,122.1213,122.036779436,4-hydroxybenzaldehyde,P-hydroxybenzaldehyde,123-08-0,OC1=CC=C(C=O)C=C1,"InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H",RGHHSNMVTDWUBI-UHFFFAOYSA-N,Solid,123.0,DB03560,FDB010504,126.0,HBA,17597.0,725.0,C00002657,C00633,4-HYDROXYBENZALDEHYDE,,4-Hydroxybenzaldehyde,,,,,HMDB0011718
SU:965,5.0,2009-04-06 16:19:40 UTC,2021-09-14 15:46:13 UTC,HMDB0012127,expected,(R)-2-Benzylsuccinate,"(R)-2-Benzylsuccinate is an aromatic compounds that is an intermediate in Benzoate degradation via CoA ligation. Biodegradation of aromatic compounds is a common process in anoxic environments. The many natural and synthetic aromatic compounds found in the environment are usually degraded by anaerobic microorganisms into only few central intermediates, prior to ring cleavage. Benzoyl-CoA is the most important of these intermediates since a large number of compounds, including chloro-, nitro-, and aminobenzoates, aromatic hydrocarbons, and phenolic compounds, are initially converted to benzoyl-CoA prior to ring reduction and cleavage. (R)-2-Benzylsuccinate can be generated from toluene via the enzyme benzylsuccinate synthase (EC 4.1.99.11). It is then converted to Benzylsuccinyl-CoA via the enzyme benzylsuccinate CoA-transferase BbsE subunit (EC 2.8.3.15).",C11H12O4,208.2106,208.073558872,(2S)-2-benzylbutanedioic acid,l-benzylsuccinic acid,884-33-3,OC(=O)C[C@H](CC1=CC=CC=C1)C(O)=O,"InChI=1S/C11H12O4/c12-10(13)7-9(11(14)15)6-8-4-2-1-3-5-8/h1-5,9H,6-7H2,(H,12,13)(H,14,15)/t9-/m0/s1",GTOFKXZQQDSVFH-VIFPVBQESA-N,Solid,393600.0,,FDB028791,446168.0,,1220624.0,,,C09816 ,BENZYLSUCCINATE,,,,,,,HMDB0012127
SU:969,5.0,2009-04-06 16:22:10 UTC,2021-10-13 05:34:45 UTC,HMDB0012275,quantified,Phenylethylamine,"Phenylethylamine (PEA) is an aromatic amine, which is a colorless liquid at room temperature. It is soluble in water, ethanol, and ether. Similar to other low-molecular-weight amines, it has a fishy odor. Upon exposure to air, it forms a solid carbonate salt with carbon dioxide. Phenethylamine is strongly basic and forms a stable crystalline hydrochloride salt with a melting point of 217 °C. Phenethylamine is also a skin irritant and possible sensitizer. Phenethylamine also has a constitutional isomer (+)-phenylethylamine (1-phenylethylamine), which has two stereoisomers: (R)-(+)-1-phenylethylamine and (S)-(-)-1-phenylethylamine. In the human brain, 2-phenethylamine is believed to function as a neuromodulator or neurotransmitter (a trace amine). Phenethylamine can be biosynthesized from the amino acid phenylalanine by enzymatic decarboxylation. It is also found in many foods such as chocolate, especially after microbial fermentation. However trace amounts from food are quickly metabolized by the enzyme MAO-B (into phenylacetic acid), preventing significant concentrations from reaching the brain. Phenylethylamine is a precursor to the neurotransmitter phenylethanolamine. High levels of PEA have been found in the urine of schizophrenics but it is not significantly elevated in the serum or CSF of schizophrenics (PMID:7906896, PMID:7360842).¬† Urinary levels of PEA are significantly lower in children with attention deficit hyperactivity disorder (ADHD) (PMID:12205654).¬† It has been found that PEA is the primary compound found in carnivore (especially cat) urine that leads to rodent (mouse and rat) avoidance. In other words, phenylethylamine is useful for scaring off rodent pests.¬† Quantitative HPLC analysis across 38 mammalian species has shown that PEA production in urine is especially enhanced in carnivores, with some producing >3,000-fold more than herbivores (PMID:21690383). Phenethylamine has been found to be a metabolite of Bacillus, Enterococcus and Lactobacillus (PMID:22953951; PMID:17307265; PMID:16630269).",C8H11N,121.1796,121.089149357,2-phenylethan-1-amine,2-phenylethylamine,64-04-0,NCCC1=CC=CC=C1,"InChI=1S/C8H11N/c9-7-6-8-4-2-1-3-5-8/h1-5H,6-7,9H2",BHHGXPLMPWCGHP-UHFFFAOYSA-N,Solid,13856352.0,DB04325,FDB010580,1001.0,,18397.0,,C00001426,C05332,PHENYLETHYLAMINE,,2-phenylethylamine,,PEAMN,,,HMDB0012275
SU:970,5.0,2009-04-06 16:22:18 UTC,2021-09-07 17:05:28 UTC,HMDB0012283,expected,Prephenate,"Prephenate (CAS: 126-49-8), also known as prephenic acid, belongs to the class of organic compounds known as gamma-keto acids and derivatives. These are organic compounds containing an aldehyde substituted with a keto group on the C4 carbon atom. Prephenic acid is an example of an achiral (optically inactive) molecule which has two pseudoasymmetric atoms (i.e. stereogenic but not chirotopic centers): the C1 and the C4 cyclohexadiene ring atoms. Prephenate exists in all living species, ranging from bacteria to humans. Prephenate has been detected, but not quantified, in several different foods, such as American pokeweeds, breadnut tree seeds, common wheats, swiss chards, and breadfruits. The other stereoisomer, i.e. trans or, better, (1r, 4r), is called epiprephenic acid. It has been shown that of the two possible diastereoisomers, the natural prephenic acid is one that has both substituents at higher priority (according to CIP rules) on the two pseudoasymmetric carbons, i.e. the carboxyl and the hydroxyl groups, in the cis configuration, or (1s, 4s) according to the new IUPAC stereochemistry rules (2013). It is biosynthesized by a [3,3]-sigmatropic Claisen rearrangement of chorismate. Prephenic acid, commonly also known by its anionic form prephenate, is an intermediate in the biosynthesis of the aromatic amino acids phenylalanine and tyrosine, as well as of a large number of secondary metabolites of the shikimate pathway.",C10H10O6,226.1828,226.047738052,"(1s,4s)-1-(2-carboxy-2-oxoethyl)-4-hydroxycyclohexa-2,5-diene-1-carboxylic acid",prephenic acid,87664-40-2,O[C@H]1C=C[C@](CC(=O)C(O)=O)(C=C1)C(O)=O,"InChI=1S/C10H10O6/c11-6-1-3-10(4-2-6,9(15)16)5-7(12)8(13)14/h1-4,6,11H,5H2,(H,13,14)(H,15,16)/t6-,10+",FPWMCUPFBRFMLH-XGAOUMNUSA-N,Solid,16735981.0,DB08427,FDB028914,363602639.0,,84387.0,,C00019632,C00254,PREPHENATE,,Prephenic_acid,,PPHN,,,HMDB0012283
SU:971,5.0,2009-04-06 16:22:43 UTC,2021-10-13 05:34:55 UTC,HMDB0012308,quantified,Vanillin,"Vanillin, also known as vanillaldehyde or lioxin, belongs to the class of organic compounds known as methoxyphenols. Methoxyphenols are compounds containing a methoxy group attached to the benzene ring of a phenol moiety. It is used by the food industry as well as ethylvanillin. Vanillin exists in all living species, ranging from bacteria to humans. Vanillin is a sweet, chocolate, and creamy tasting compound. Vanillin is found, on average, in the highest concentration within a few different foods, such as corns, ryes, and sherries and in a lower concentration in beers, rums, and oats. Vanillin has also been detected, but not quantified, in several different foods, such as gooseberries, other bread, brazil nuts, shea tree, and ohelo berries. This could make vanillin a potential biomarker for the consumption of these foods. Vanillin is a potentially toxic compound. Synthetic vanillin, instead of natural Vanillin extract, is sometimes used as a flavouring agent in foods, beverages, and pharmaceuticals. Vanillin is the primary component of the extract of the Vanillin bean. Because of the scarcity and expense of natural Vanillin extract, there has long been interest in the synthetic preparation of its predominant component. Artificial Vanillin flavoring is a solution of pure vanillin, usually of synthetic origin. Today, artificial vanillin is made from either guaiacol or from lignin, a constituent of wood which is a byproduct of the paper industry. The first commercial synthesis of vanillin began with the more readily available natural compound eugenol.",C8H8O3,152.1473,152.047344122,4-hydroxy-3-methoxybenzaldehyde,vanillin,121-33-5,COC1=CC(C=O)=CC=C1O,"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",MWOOGOJBHIARFG-UHFFFAOYSA-N,Solid,13860434.0,,FDB000838,1183.0,V55,18346.0,724.0,C00002683,C00755,VANILLIN,,Vanillin,,,,,HMDB0012308
SU:971,5.0,2009-04-06 16:22:43 UTC,2021-10-13 05:34:55 UTC,HMDB0012308,quantified,Vanillin,"Vanillin, also known as vanillaldehyde or lioxin, belongs to the class of organic compounds known as methoxyphenols. Methoxyphenols are compounds containing a methoxy group attached to the benzene ring of a phenol moiety. It is used by the food industry as well as ethylvanillin. Vanillin exists in all living species, ranging from bacteria to humans. Vanillin is a sweet, chocolate, and creamy tasting compound. Vanillin is found, on average, in the highest concentration within a few different foods, such as corns, ryes, and sherries and in a lower concentration in beers, rums, and oats. Vanillin has also been detected, but not quantified, in several different foods, such as gooseberries, other bread, brazil nuts, shea tree, and ohelo berries. This could make vanillin a potential biomarker for the consumption of these foods. Vanillin is a potentially toxic compound. Synthetic vanillin, instead of natural Vanillin extract, is sometimes used as a flavouring agent in foods, beverages, and pharmaceuticals. Vanillin is the primary component of the extract of the Vanillin bean. Because of the scarcity and expense of natural Vanillin extract, there has long been interest in the synthetic preparation of its predominant component. Artificial Vanillin flavoring is a solution of pure vanillin, usually of synthetic origin. Today, artificial vanillin is made from either guaiacol or from lignin, a constituent of wood which is a byproduct of the paper industry. The first commercial synthesis of vanillin began with the more readily available natural compound eugenol.",C8H8O3,152.1473,152.047344122,4-hydroxy-3-methoxybenzaldehyde,vanillin,121-33-5,COC1=CC(C=O)=CC=C1O,"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",MWOOGOJBHIARFG-UHFFFAOYSA-N,Solid,13860434.0,,FDB000838,1183.0,V55,18346.0,724.0,C00002683,C00755,VANILLIN,,Vanillin,,,,,HMDB0012308
